FROM,TO,TIME,AIRLINE
FCO,LAX,16:20,AFL
SIN,MXP,11:00,IBE
NRT,FRA,12:50,UAL
ATL,DXB,04:35,AEE
FRA,PVG,00:30,ANA
SIN,AMS,05:20,AEE
ORD,FCO,18:55,IBE
MAD,AMS,18:35,AFL
CPT,CDG,15:30,AEE
HND,ORD,09:20,AZA
PEK,AMS,10:00,SWR
LAX,NRT,07:55,SWR
CPT,NRT,10:10,ANA
FCO,SIN,09:30,UAL
DFW,JFK,21:10,BAW
LAX,HND,09:00,DLH
FCO,PEK,06:20,UAL
PEK,DFW,16:25,SWR
FCO,DXB,22:40,DLH
LHR,LAX,00:45,WZZ
LAX,DXB,11:30,AAL
HND,LAX,19:30,WZZ
MAD,SIN,06:25,KLM
MXP,MAD,14:25,ANA
NRT,ATL,10:00,AFL
MAD,MXP,22:30,IBE
ORD,PEK,16:10,AAL
JFK,LHR,09:10,MAS
MAD,LHR,14:25,DLH
FCO,MAD,21:15,LOT
LHR,AMS,13:10,SWR
AMS,CPT,13:00,AEE
CPT,DXB,17:40,BAW
MXP,LHR,17:25,RYR
DFW,ORD,10:10,ANA
DFW,FRA,22:20,MAS
HND,ZRH,15:50,KLM
LAX,DXB,17:25,LOT
MAD,DXB,21:25,UAL
ZRH,AMS,10:25,AAL
CDG,DXB,13:55,DLH
CDG,FCO,08:50,IBE
SIN,CDG,18:45,AEE
DXB,ZRH,15:20,LOT
ATL,DFW,00:55,BAW
NRT,LAX,14:10,FIN
DXB,LAX,19:10,AFR
HND,DXB,03:20,SWR
NRT,CPT,02:20,AEE
CPT,NRT,15:50,AFL
LAX,LHR,04:20,AFL
SIN,ATL,21:00,AEE
MXP,MAD,00:10,MAS
ZRH,DXB,21:05,KLM
NRT,HND,12:10,AFR
MAD,CPT,21:15,LOT
SIN,PEK,01:45,ANA
SIN,AMS,10:00,RYR
JFK,DXB,18:05,AFR
HND,ATL,16:50,UAL
ORD,ATL,17:05,IBE
CPT,ORD,18:40,AZA
ORD,AMS,00:40,WZZ
CPT,SIN,12:30,BAW
ZRH,SIN,23:00,ANA
FCO,DFW,18:00,KLM
ATL,AMS,09:20,AFL
DFW,AMS,04:40,BAW
MXP,DFW,11:25,AAL
PVG,ORD,00:40,AFL
SIN,CPT,23:55,KLM
CPT,FCO,01:25,LOT
CDG,DXB,10:25,AAL
PEK,JFK,10:30,LOT
HND,DXB,19:05,AFR
CPT,AMS,18:40,ANA
ATL,FCO,10:40,MAS
ATL,SIN,01:25,UAL
ORD,FRA,09:45,MAS
CPT,MAD,15:10,AAL
JFK,MAD,07:30,ANA
PEK,CDG,05:25,FIN
CPT,LAX,01:20,RYR
LHR,FCO,08:20,BAW
PVG,CDG,07:05,ANA
JFK,MAD,19:30,BAW
JFK,HND,07:30,MAS
SIN,LHR,02:40,MAS
HND,ATL,16:20,FIN
FCO,LHR,07:00,SWR
LHR,FRA,17:50,AFR
LAX,CDG,12:15,RYR
ORD,JFK,02:00,DLH
PVG,HND,00:00,WZZ
NRT,SIN,21:30,LOT
FCO,MXP,00:55,RYR
JFK,HND,18:10,AEE
DXB,HND,06:35,AFL
ORD,NRT,12:15,AEE
FRA,LHR,00:15,RYR
CDG,DXB,00:25,ANA
ZRH,DXB,10:00,AZA
JFK,AMS,11:05,LOT
JFK,MAD,00:20,UAL
ZRH,FRA,04:30,AZA
ZRH,PVG,09:55,MAS
SIN,CPT,22:50,DLH
HND,FRA,17:30,FIN
LHR,MXP,04:20,WZZ
PVG,MXP,05:40,AZA
PVG,CDG,22:00,AAL
ATL,HND,13:35,MAS
SIN,FRA,17:10,RYR
CPT,MAD,11:50,RYR
PVG,ZRH,15:50,LOT
LAX,ORD,03:50,IBE
PVG,DXB,07:55,BAW
AMS,MXP,01:15,RYR
ATL,MXP,03:35,AFR
FCO,PVG,22:55,RYR
FRA,LHR,12:55,DLH
PEK,ATL,05:35,FIN
PEK,DFW,03:05,BAW
FRA,CPT,22:40,MAS
PEK,LAX,06:50,AEE
ORD,ZRH,01:10,LOT
DFW,JFK,17:55,AEE
CPT,ATL,21:35,AAL
AMS,HND,19:55,UAL
HND,AMS,20:25,KLM
FRA,NRT,05:50,ANA
NRT,CPT,05:25,DLH
HND,FCO,21:25,FIN
AMS,ATL,03:00,KLM
SIN,AMS,16:05,RYR
HND,FCO,18:35,AFR
CPT,SIN,20:45,AZA
MAD,AMS,09:15,AAL
MXP,MAD,10:55,ANA
ZRH,FRA,02:10,DLH
DXB,LHR,22:40,BAW
MXP,FRA,01:05,AFR
DFW,MXP,17:05,ANA
SIN,AMS,21:15,AZA
JFK,DFW,07:10,IBE
PEK,JFK,17:50,UAL
JFK,HND,21:20,AEE
NRT,SIN,16:40,RYR
AMS,DXB,08:20,AEE
ORD,LHR,08:35,DLH
MXP,NRT,22:25,IBE
FCO,FRA,15:25,FIN
LHR,MXP,00:40,BAW
CDG,MAD,16:15,SWR
FRA,HND,09:25,FIN
AMS,LAX,16:30,FIN
ATL,JFK,02:15,RYR
MAD,CPT,21:15,ANA
CDG,SIN,15:35,RYR
JFK,SIN,05:00,SWR
PEK,CDG,22:55,KLM
LHR,DXB,21:20,LOT
ZRH,FCO,16:40,AFR
MAD,PVG,15:05,KLM
LHR,PEK,00:15,FIN
ATL,JFK,15:50,AEE
PEK,ORD,18:10,AEE
ZRH,HND,13:25,FIN
PVG,HND,18:00,SWR
CPT,LAX,23:20,AFR
HND,ORD,20:40,AFL
HND,CPT,07:15,AAL
CDG,NRT,01:00,AZA
MAD,NRT,19:10,AFL
LHR,FRA,19:10,WZZ
SIN,ORD,15:25,IBE
CDG,MAD,21:40,DLH
MXP,DXB,00:35,AEE
LAX,MAD,15:10,SWR
ATL,LHR,22:40,DLH
MAD,PVG,04:20,AFL
LAX,PEK,04:10,SWR
NRT,PVG,06:45,FIN
PVG,SIN,11:40,IBE
ORD,JFK,15:15,AZA
NRT,ATL,10:35,ANA
ZRH,CPT,03:35,SWR
LAX,HND,17:45,AEE
PVG,DFW,09:45,BAW
FRA,SIN,15:10,KLM
LHR,PVG,20:30,IBE
PEK,MXP,02:20,DLH
HND,ORD,17:05,RYR
JFK,LAX,18:00,ANA
AMS,PEK,18:00,WZZ
LAX,MXP,21:15,BAW
CDG,FRA,06:35,UAL
ORD,HND,20:25,SWR
CDG,PVG,17:10,MAS
CDG,HND,05:45,BAW
MXP,AMS,21:50,UAL
SIN,LAX,19:00,AZA
LAX,CDG,20:00,ANA
SIN,JFK,07:00,LOT
FRA,ATL,18:50,SWR
ORD,AMS,06:40,UAL
FCO,PEK,06:20,DLH
MAD,FCO,16:25,SWR
JFK,DXB,13:10,BAW
CPT,AMS,02:20,AFR
HND,JFK,07:55,BAW
FRA,DXB,15:00,UAL
CPT,HND,11:00,ANA
AMS,SIN,11:55,FIN
LHR,DXB,20:40,DLH
JFK,ATL,13:55,RYR
ATL,ZRH,02:05,FIN
PVG,ORD,08:15,LOT
JFK,MXP,01:55,AFR
JFK,DFW,10:55,UAL
HND,FRA,18:25,FIN
PVG,DFW,04:00,IBE
MAD,DXB,06:45,AAL
PEK,MAD,11:05,AFR
DXB,ATL,03:35,ANA
ATL,LAX,02:10,BAW
JFK,DXB,17:20,AFR
FCO,NRT,13:25,RYR
LAX,AMS,16:30,AEE
CDG,DFW,04:40,AAL
PVG,PEK,17:25,WZZ
SIN,ORD,23:55,MAS
ORD,MXP,12:50,RYR
ATL,DFW,06:20,DLH
LHR,CPT,11:10,AZA
CPT,LHR,20:40,FIN
LAX,PEK,14:15,SWR
LAX,DXB,21:25,FIN
LAX,JFK,04:15,AEE
MAD,ORD,15:35,BAW
MXP,ZRH,03:35,SWR
SIN,LAX,10:55,IBE
CPT,ATL,17:30,AFL
MXP,ZRH,13:35,DLH
SIN,DFW,14:25,AAL
CPT,AMS,20:20,FIN
ZRH,CPT,02:50,MAS
ATL,LHR,22:55,LOT
MAD,CPT,10:25,UAL
DXB,MAD,16:10,KLM
PEK,ORD,12:50,AEE
MXP,FCO,19:00,AEE
ZRH,DFW,10:45,MAS
LAX,DXB,07:15,AZA
FCO,JFK,14:15,BAW
PEK,ATL,18:55,AAL
FRA,PEK,14:25,UAL
PVG,HND,00:05,DLH
LHR,SIN,00:25,WZZ
LAX,CDG,01:40,UAL
MXP,SIN,09:05,ANA
AMS,LHR,15:40,DLH
LAX,SIN,02:10,FIN
JFK,CDG,02:55,AAL
ATL,FRA,22:55,WZZ
LAX,JFK,16:35,AFR
DFW,AMS,14:55,DLH
DFW,HND,18:15,AEE
LAX,CPT,18:35,AZA
PEK,MXP,06:35,DLH
NRT,SIN,16:15,AZA
HND,PVG,11:40,KLM
HND,ZRH,07:10,AFR
DXB,FRA,02:40,AEE
AMS,CPT,02:55,ANA
ORD,CPT,17:40,MAS
DFW,JFK,10:00,ANA
PEK,FCO,08:50,KLM
LAX,JFK,14:35,ANA
ORD,SIN,11:50,LOT
LAX,PVG,16:45,FIN
AMS,NRT,17:20,DLH
MXP,ATL,11:25,IBE
ATL,LHR,06:05,AFL
MXP,HND,05:35,AZA
ORD,JFK,22:15,BAW
ATL,DFW,14:00,AEE
DFW,ORD,23:10,AFR
LHR,FCO,11:15,AAL
ATL,HND,14:45,MAS
NRT,LHR,03:55,BAW
MAD,FCO,23:40,AZA
ZRH,DFW,22:40,SWR
MAD,NRT,02:05,AZA
FCO,JFK,07:35,AFL
AMS,LHR,03:15,AFR
CPT,FRA,20:45,AFL
AMS,ORD,22:05,MAS
PEK,AMS,08:45,DLH
AMS,CDG,16:55,AEE
ORD,FRA,02:15,AFL
CPT,DXB,08:00,DLH
PEK,PVG,03:55,AAL
PVG,FCO,01:05,IBE
NRT,ATL,14:20,WZZ
PEK,AMS,06:40,AAL
AMS,FCO,06:50,ANA
PEK,MAD,08:15,ANA
HND,CPT,07:35,SWR
SIN,DFW,05:45,SWR
FRA,PEK,04:40,AZA
ATL,CDG,22:50,FIN
FRA,HND,19:40,AFL
LHR,ORD,09:40,AFR
FCO,HND,03:30,WZZ
HND,DFW,20:40,FIN
PEK,MXP,22:45,FIN
MAD,PVG,19:20,KLM
LHR,DXB,12:20,SWR
ORD,DFW,12:50,AFL
FRA,JFK,13:20,WZZ
HND,FRA,13:25,AFR
ATL,CPT,10:20,AFL
SIN,NRT,06:45,BAW
ATL,NRT,23:20,KLM
NRT,ZRH,07:40,UAL
FRA,DFW,06:50,AFR
FCO,LHR,18:40,DLH
ORD,AMS,18:25,RYR
MXP,FCO,08:30,UAL
ORD,LAX,20:25,UAL
DXB,NRT,10:45,SWR
DXB,MXP,00:55,AAL
CDG,SIN,17:55,KLM
JFK,DXB,12:45,DLH
PEK,PVG,12:15,SWR
NRT,CDG,00:05,WZZ
ATL,FCO,21:35,DLH
FCO,AMS,06:45,BAW
FRA,MXP,22:35,AAL
ZRH,CPT,04:05,AEE
ATL,LAX,03:10,LOT
LAX,FCO,20:40,AFR
DFW,FCO,21:15,WZZ
AMS,NRT,12:45,AAL
DXB,JFK,13:35,RYR
ZRH,MAD,20:20,BAW
AMS,DXB,00:15,DLH
SIN,ATL,11:20,AFR
AMS,SIN,08:40,RYR
FCO,LHR,03:30,FIN
PEK,ORD,09:30,AFL
PVG,PEK,04:35,AEE
LAX,AMS,01:10,SWR
LAX,NRT,12:20,AZA
CDG,SIN,12:10,MAS
MAD,DFW,00:15,FIN
AMS,FCO,23:05,ANA
MAD,FRA,09:40,DLH
LHR,FRA,07:30,DLH
LAX,FCO,12:55,RYR
NRT,PVG,02:35,SWR
ZRH,CDG,23:35,UAL
MXP,ZRH,06:20,KLM
MAD,CDG,18:50,LOT
ATL,CPT,09:15,UAL
DXB,LAX,17:25,ANA
MXP,PEK,06:55,DLH
DXB,PVG,15:10,SWR
LAX,HND,08:40,ANA
FCO,FRA,15:20,KLM
HND,ORD,04:55,MAS
SIN,PEK,18:00,DLH
ORD,MAD,12:35,MAS
MXP,FRA,09:20,FIN
MAD,DFW,10:05,KLM
CPT,DFW,16:45,MAS
SIN,ZRH,16:15,MAS
ZRH,AMS,21:30,UAL
ZRH,ATL,01:30,FIN
JFK,DXB,04:55,ANA
DFW,LAX,06:35,AAL
CPT,LAX,16:45,AZA
PEK,HND,20:10,UAL
PEK,MAD,16:00,AZA
MAD,LAX,02:00,BAW
NRT,DXB,17:50,AEE
DFW,SIN,03:55,AEE
JFK,PEK,09:25,MAS
NRT,SIN,18:30,LOT
MAD,AMS,06:50,WZZ
ZRH,FRA,21:30,WZZ
NRT,ZRH,09:15,BAW
NRT,ATL,10:20,AEE
MAD,ZRH,01:00,MAS
ATL,PVG,03:10,WZZ
NRT,PVG,19:30,AEE
LHR,PEK,11:05,DLH
ORD,LAX,21:45,LOT
CPT,DFW,15:10,UAL
FCO,AMS,17:55,WZZ
ORD,FCO,23:40,FIN
AMS,HND,12:30,DLH
PEK,JFK,16:05,SWR
ORD,NRT,22:45,UAL
CDG,JFK,21:15,AFL
FRA,ZRH,14:00,ANA
ORD,MXP,15:25,DLH
JFK,MXP,23:30,AFL
AMS,SIN,09:50,AAL
SIN,JFK,05:00,AEE
DXB,MXP,04:30,ANA
ATL,HND,03:35,AFR
LAX,CPT,10:50,AFR
FRA,NRT,04:55,MAS
DXB,ORD,01:15,ANA
CPT,MXP,21:15,IBE
DFW,LAX,18:30,ANA
DFW,CDG,21:30,IBE
AMS,CDG,16:50,AFL
AMS,MXP,18:45,AZA
ZRH,SIN,03:05,AAL
ZRH,DXB,22:30,FIN
JFK,ORD,22:00,DLH
CPT,MXP,16:15,DLH
HND,ORD,05:00,UAL
PVG,PEK,14:10,WZZ
ORD,MAD,14:30,SWR
ATL,LAX,11:25,DLH
NRT,SIN,18:45,IBE
ZRH,PEK,23:50,AZA
NRT,FCO,08:50,BAW
FCO,LAX,05:30,AEE
NRT,CDG,12:45,AFL
ATL,FCO,20:15,BAW
AMS,ORD,00:45,FIN
FCO,SIN,10:25,BAW
CPT,MAD,05:20,AFR
FCO,MAD,14:45,KLM
DFW,LAX,05:45,AFL
CPT,AMS,19:20,KLM
PEK,LHR,15:45,DLH
JFK,PEK,11:20,AAL
DXB,AMS,00:30,AAL
FCO,ATL,13:35,ANA
PEK,ZRH,06:30,AAL
DXB,FCO,10:20,UAL
ORD,NRT,21:50,UAL
MXP,SIN,11:35,BAW
MXP,AMS,09:10,UAL
AMS,PEK,01:50,WZZ
DFW,PEK,18:50,AFR
PEK,MXP,05:20,BAW
FRA,NRT,22:55,AFR
ORD,ATL,04:30,DLH
MAD,HND,20:20,LOT
MAD,LHR,05:10,WZZ
ATL,SIN,15:25,ANA
JFK,LAX,00:10,DLH
AMS,DXB,14:20,AZA
FCO,FRA,08:15,KLM
FRA,FCO,15:10,AFR
DFW,MXP,04:15,ANA
MAD,DFW,02:50,BAW
PVG,FRA,04:30,SWR
FCO,SIN,18:25,WZZ
ATL,LHR,23:50,DLH
FRA,CDG,01:50,WZZ
FRA,MAD,09:45,AFR
MAD,SIN,01:25,ANA
LHR,SIN,15:45,MAS
LAX,DXB,00:05,MAS
NRT,MXP,20:25,AZA
FCO,NRT,10:15,RYR
FCO,SIN,15:10,AFL
SIN,FRA,20:20,MAS
PEK,CPT,14:00,AAL
FRA,CPT,08:20,DLH
ATL,MXP,21:10,FIN
JFK,DFW,04:55,FIN
SIN,LHR,07:25,KLM
NRT,DXB,20:10,KLM
ORD,PVG,05:35,DLH
ATL,CDG,09:35,FIN
HND,AMS,22:30,RYR
CDG,ATL,01:40,IBE
ORD,DXB,18:50,IBE
ORD,JFK,19:10,FIN
AMS,DFW,18:25,BAW
ATL,DFW,21:10,ANA
LHR,SIN,09:05,KLM
HND,DXB,16:45,MAS
DXB,FRA,10:25,ANA
MAD,AMS,14:10,IBE
PEK,PVG,00:30,AFL
FRA,LAX,22:45,AFL
NRT,MXP,22:55,IBE
PEK,LAX,16:50,KLM
PEK,PVG,01:45,KLM
PVG,SIN,10:55,IBE
LAX,CPT,06:40,AZA
SIN,NRT,21:40,IBE
SIN,LHR,05:05,ANA
NRT,ORD,00:30,DLH
HND,ORD,14:30,AAL
MAD,HND,17:50,AEE
ORD,HND,16:30,AZA
JFK,PVG,16:05,KLM
AMS,ORD,07:50,IBE
DFW,ZRH,04:25,AAL
CDG,PVG,09:10,RYR
HND,ATL,15:35,AFL
ZRH,CDG,15:05,MAS
LHR,FCO,10:05,AFR
AMS,ATL,07:50,ANA
PEK,ATL,18:55,IBE
ATL,LAX,12:05,UAL
ORD,CDG,07:15,MAS
LAX,AMS,22:40,RYR
LHR,MAD,15:25,FIN
CPT,MAD,07:35,IBE
ORD,CPT,09:25,KLM
LHR,NRT,20:20,AAL
DFW,ORD,21:50,DLH
NRT,HND,08:40,LOT
AMS,PVG,21:00,RYR
SIN,AMS,11:20,UAL
SIN,LAX,05:05,BAW
JFK,LHR,19:00,KLM
NRT,ATL,09:10,MAS
AMS,FRA,19:25,ANA
LHR,MAD,06:55,DLH
ZRH,ORD,02:35,AZA
CPT,FRA,12:15,AZA
FRA,CDG,10:00,KLM
ATL,AMS,10:25,AZA
MAD,FCO,00:20,BAW
LHR,FCO,14:40,BAW
FCO,PVG,05:55,LOT
FCO,PEK,18:50,BAW
AMS,CPT,12:35,AEE
LHR,DFW,18:15,AZA
ORD,LAX,00:15,MAS
SIN,LAX,14:40,FIN
LAX,NRT,16:00,AFR
AMS,MXP,18:05,AFR
DXB,LHR,02:05,DLH
AMS,MXP,19:20,BAW
PEK,NRT,21:30,FIN
DFW,DXB,09:00,KLM
MAD,NRT,06:20,AAL
JFK,PEK,21:05,WZZ
LAX,MAD,13:20,MAS
DXB,SIN,05:20,KLM
ZRH,LHR,15:40,RYR
JFK,FRA,11:25,ANA
CPT,ZRH,01:00,AFL
JFK,DFW,15:00,AFL
AMS,CDG,03:05,AEE
AMS,PEK,11:50,WZZ
ZRH,PEK,13:10,SWR
CPT,PEK,14:15,BAW
AMS,FCO,00:10,UAL
CDG,DFW,02:05,AFL
DXB,NRT,17:55,RYR
DFW,MAD,12:40,FIN
LHR,DXB,14:15,AEE
LAX,DFW,23:35,DLH
PEK,PVG,23:50,DLH
SIN,CDG,13:55,IBE
DFW,JFK,17:05,WZZ
PVG,MAD,15:25,AEE
ORD,NRT,21:55,KLM
DFW,NRT,19:55,AFL
ZRH,SIN,12:20,BAW
FCO,LHR,18:30,AEE
DXB,CDG,12:30,AEE
DFW,PEK,04:20,AZA
HND,ZRH,21:40,AEE
ZRH,CPT,13:05,RYR
LAX,MXP,21:00,MAS
HND,ATL,15:00,ANA
AMS,LHR,04:25,KLM
PEK,LAX,08:15,UAL
FRA,FCO,19:00,AAL
DFW,MAD,10:05,MAS
AMS,MAD,16:00,ANA
FCO,ZRH,23:20,UAL
MAD,LHR,05:25,LOT
PVG,CDG,16:10,AEE
AMS,PVG,08:05,FIN
FCO,DFW,01:45,DLH
PVG,MXP,04:35,LOT
PEK,SIN,12:50,ANA
CPT,FRA,02:30,IBE
MXP,PEK,04:15,ANA
JFK,DXB,08:20,LOT
MAD,ORD,22:30,AFR
ZRH,HND,09:55,AFL
JFK,MXP,07:50,AAL
ORD,LHR,03:20,WZZ
LAX,SIN,22:30,KLM
PEK,SIN,18:55,MAS
MXP,HND,11:05,FIN
LHR,MAD,04:30,AFL
LAX,PVG,19:20,FIN
LAX,FCO,14:00,ANA
CDG,LHR,20:25,RYR
DXB,PEK,08:00,KLM
ZRH,JFK,15:05,FIN
MAD,CDG,03:25,UAL
PEK,AMS,13:10,FIN
ZRH,PEK,18:30,AAL
PEK,ZRH,20:50,FIN
ATL,LAX,17:45,LOT
JFK,PVG,19:20,LOT
LAX,DXB,06:05,BAW
SIN,LAX,17:35,DLH
ZRH,CPT,14:35,AZA
CDG,LHR,14:45,AAL
ATL,ORD,21:15,MAS
LAX,LHR,21:05,WZZ
ORD,JFK,13:00,ANA
JFK,MAD,08:30,ANA
LHR,SIN,18:55,MAS
ZRH,JFK,09:05,MAS
AMS,MXP,19:05,KLM
LAX,AMS,00:20,LOT
ATL,JFK,23:10,AAL
CPT,LAX,17:50,BAW
DFW,MXP,05:00,KLM
MAD,PVG,04:00,MAS
NRT,LHR,12:20,AEE
ZRH,HND,05:20,AFR
ATL,DFW,00:45,FIN
CDG,DXB,05:15,AEE
DXB,CDG,07:55,AZA
DXB,SIN,19:45,AZA
PEK,MAD,02:05,BAW
LAX,PEK,14:45,IBE
CPT,AMS,17:55,ANA
ZRH,NRT,18:55,AEE
MXP,MAD,09:30,AFR
JFK,LHR,10:20,WZZ
DXB,MAD,21:45,AFR
CDG,ORD,19:15,AAL
ATL,CDG,12:10,UAL
DXB,CDG,03:45,DLH
FCO,DXB,02:05,SWR
SIN,AMS,14:00,IBE
FCO,MXP,07:40,AAL
HND,ATL,11:00,UAL
ORD,ATL,01:20,RYR
LHR,PEK,18:55,AZA
PVG,PEK,06:05,MAS
ATL,MXP,16:50,BAW
ORD,CDG,05:35,AAL
CDG,CPT,20:10,AEE
NRT,CDG,13:10,AZA
FRA,ORD,20:35,KLM
PVG,DFW,22:30,KLM
MAD,MXP,01:05,IBE
FCO,AMS,13:20,ANA
ZRH,NRT,13:05,KLM
LAX,CPT,04:20,BAW
ORD,SIN,16:15,WZZ
JFK,PEK,15:55,MAS
CPT,AMS,12:55,FIN
ORD,NRT,07:05,SWR
AMS,MAD,11:45,AFR
AMS,DFW,09:00,DLH
LAX,AMS,21:05,LOT
ZRH,MAD,18:30,IBE
CDG,ZRH,08:35,RYR
ATL,FRA,22:55,BAW
PVG,AMS,13:10,FIN
ORD,DFW,19:55,AAL
DXB,PEK,03:45,KLM
PEK,ORD,04:55,RYR
HND,DFW,04:30,BAW
ZRH,DXB,04:55,BAW
SIN,DXB,02:50,IBE
CPT,MAD,21:15,MAS
DXB,PEK,11:35,AFR
LAX,ORD,12:40,AZA
HND,MAD,08:40,LOT
PVG,PEK,22:40,BAW
LHR,MXP,02:10,DLH
MAD,DFW,11:35,SWR
JFK,PVG,08:15,AZA
NRT,MXP,15:45,FIN
LAX,AMS,17:05,MAS
MXP,MAD,21:15,FIN
LHR,MXP,21:35,RYR
ORD,MXP,17:15,KLM
HND,CPT,19:40,BAW
AMS,DFW,10:15,RYR
MAD,FRA,01:40,AFL
CDG,DXB,14:20,RYR
LHR,ATL,19:40,AFR
CDG,HND,02:40,AFR
CDG,LHR,12:50,MAS
NRT,LAX,11:10,MAS
ATL,AMS,00:20,ANA
CPT,AMS,10:05,RYR
PEK,CPT,07:50,FIN
PVG,SIN,11:55,MAS
JFK,ORD,02:15,ANA
ZRH,LAX,08:30,WZZ
DXB,DFW,17:00,IBE
ATL,CPT,08:40,RYR
AMS,MXP,22:35,BAW
PEK,CPT,04:55,MAS
SIN,LHR,05:20,DLH
JFK,LHR,17:15,IBE
LHR,HND,14:25,AFL
FCO,ATL,01:55,SWR
PEK,MXP,09:40,UAL
FCO,LAX,03:15,ANA
CPT,PVG,22:35,ANA
ATL,PVG,19:00,IBE
MAD,FRA,19:35,AFR
MXP,DXB,14:40,BAW
MXP,DXB,21:50,MAS
CPT,PEK,20:45,FIN
PEK,LAX,05:20,LOT
MXP,PEK,05:00,DLH
FCO,ZRH,05:45,UAL
FRA,MXP,14:05,UAL
FRA,PEK,12:35,MAS
JFK,AMS,05:05,AFR
CDG,ORD,13:15,AEE
DXB,DFW,08:45,AZA
FRA,ATL,07:25,DLH
DXB,DFW,14:25,UAL
HND,ZRH,22:05,LOT
DXB,CDG,05:20,UAL
DXB,HND,00:25,WZZ
FRA,PVG,11:00,AZA
CDG,SIN,23:40,DLH
HND,CPT,15:50,KLM
DXB,CDG,20:05,RYR
HND,ZRH,10:25,FIN
JFK,ATL,08:40,UAL
MAD,DFW,08:45,WZZ
JFK,FCO,20:05,AEE
JFK,DXB,22:10,MAS
ATL,MAD,12:15,FIN
MXP,ZRH,07:20,AFR
ORD,CPT,00:20,KLM
DXB,FRA,17:15,AAL
MAD,PVG,13:45,AFR
JFK,LAX,02:35,ANA
ATL,LHR,09:40,BAW
MAD,LAX,10:00,RYR
FRA,CDG,13:05,MAS
ORD,PVG,17:15,AFL
DFW,LAX,10:00,FIN
SIN,HND,03:40,LOT
ZRH,CDG,10:55,AAL
LAX,ZRH,04:05,LOT
ZRH,PVG,18:10,IBE
MAD,FCO,06:50,RYR
DFW,HND,21:00,AAL
ORD,DFW,23:50,AEE
SIN,DFW,18:25,AFL
ATL,MAD,19:10,IBE
JFK,CDG,14:55,KLM
AMS,LAX,05:45,DLH
SIN,NRT,01:50,BAW
DFW,SIN,17:10,WZZ
PEK,ORD,17:55,IBE
ORD,ZRH,01:20,UAL
JFK,CDG,19:30,SWR
ORD,LHR,04:40,AFR
FCO,PEK,20:40,AEE
PVG,ZRH,06:05,LOT
DFW,SIN,03:00,FIN
LHR,FRA,16:40,AFR
DXB,MXP,11:05,AZA
ZRH,MXP,15:20,IBE
CPT,FRA,14:35,AZA
HND,PVG,12:15,LOT
LHR,ZRH,16:10,BAW
ZRH,JFK,14:35,MAS
ATL,PVG,13:10,IBE
PVG,NRT,08:55,MAS
PVG,LAX,07:30,AZA
ATL,AMS,09:40,ANA
NRT,DXB,22:45,SWR
AMS,HND,17:50,MAS
CPT,NRT,15:15,ANA
JFK,NRT,01:05,FIN
PVG,LHR,17:10,IBE
DXB,FCO,04:05,LOT
PVG,ORD,20:55,IBE
PVG,CDG,06:10,SWR
CPT,ORD,23:30,WZZ
LAX,DFW,11:30,AZA
CDG,AMS,13:10,ANA
MAD,ORD,07:15,SWR
SIN,JFK,19:50,KLM
DXB,MAD,17:25,BAW
SIN,ATL,12:45,AFR
DFW,ZRH,21:40,UAL
DXB,LAX,14:35,KLM
FRA,JFK,01:00,ANA
ATL,AMS,08:00,IBE
PVG,ATL,16:30,WZZ
ORD,CDG,17:40,SWR
DXB,PEK,10:15,SWR
FCO,PVG,07:20,FIN
ZRH,AMS,11:10,AAL
CDG,MXP,14:10,IBE
ATL,SIN,10:55,AZA
NRT,PVG,05:35,RYR
PVG,ATL,22:10,BAW
CPT,LAX,11:35,IBE
AMS,FRA,16:10,MAS
FCO,NRT,02:40,UAL
MAD,FCO,01:20,AAL
MAD,HND,20:40,SWR
PVG,DXB,11:05,WZZ
PEK,MXP,18:30,RYR
CDG,MAD,10:45,FIN
LHR,FCO,12:00,AEE
SIN,JFK,23:55,SWR
NRT,ORD,09:15,LOT
DXB,MAD,14:20,IBE
DFW,FRA,07:50,LOT
FCO,PVG,20:25,FIN
SIN,PVG,13:05,KLM
ORD,PVG,19:00,LOT
CPT,AMS,22:15,BAW
PVG,LAX,07:20,KLM
ORD,PVG,16:15,WZZ
NRT,ATL,10:10,ANA
ZRH,LAX,08:20,AAL
DFW,ATL,19:10,FIN
DXB,SIN,12:10,ANA
HND,NRT,09:05,WZZ
AMS,PVG,04:50,AFR
ORD,JFK,16:45,AZA
FCO,AMS,23:05,IBE
CDG,ZRH,17:50,ANA
CPT,ORD,17:55,AAL
ORD,JFK,18:35,FIN
LHR,NRT,13:00,MAS
HND,CPT,02:20,WZZ
CPT,ZRH,16:50,FIN
LAX,MXP,19:35,UAL
FRA,LHR,05:20,UAL
AMS,CPT,22:25,AZA
HND,AMS,08:40,WZZ
LAX,DFW,23:55,KLM
ZRH,LHR,00:15,WZZ
CDG,CPT,22:15,DLH
PEK,AMS,23:20,IBE
FCO,AMS,22:30,LOT
ATL,FRA,05:25,UAL
CPT,ZRH,11:40,AEE
CDG,NRT,10:20,SWR
ZRH,ATL,20:15,BAW
LAX,NRT,02:15,DLH
CDG,DXB,13:35,AZA
DXB,FRA,15:25,AZA
DFW,PEK,23:20,LOT
LAX,ZRH,02:45,MAS
SIN,ATL,00:25,FIN
FRA,DFW,13:50,AFL
DXB,MAD,00:25,RYR
